NCGC00260230-01,F[P-](F)(F)(F)(F)F.CCCC[N+]1=CC=CC(C)=C1
NCGC00166311-01,ClC1=CC(Cl)=C(C=C1)C3(CN2C=NC=N2)OCCO3
NCGC00016494-01,Cl.CCC(C)(CN(C)C)OC(=O)C1=CC=CC=C1
NCGC00254997-01,[Na+].[O-]C(=O)CCCOC1=CC=C(Cl)C=C1Cl
NCGC00254837-01,[H][C@]12COC(C)(C)O[C@@]1([H])[C@]3([H])OC(C)(C)O[C@@]3(O2)C(O)=O
NCGC00254899-01,[Na+].C\C(=N/NC(=O)NC1=CC(F)=CC(F)=C1)C2=NC=CC=C2C([O-])=O
NCGC00160518-01,C[C@H]1CN(C[C@@H](C)N1)C2=C(F)C3=C(C(=O)C(=CN3C4CC4)C(O)=O)C(F)=C2F
NCGC00257603-01,NC(=O)CC1=C2C=CC=CC2=CC=C1
NCGC00259705-01,CC(=O)CCC=C(C)CCC=C(C)C
NCGC00260199-01,F[B-](F)(F)F.C[N+]1=CN(CCO)C=C1
NCGC00183654-01,CCCN(CC)C(CC)C(=O)NC1=C(C)C=CC=C1C
NCGC00256544-01,NC(=S)NNC(N)=S
NCGC00254974-01,CC(C)N(C(=O)COC1=NN=C(S1)C(F)(F)F)C2=CC=C(F)C=C2
NCGC00256910-01,O=CC1=CC2=C(O1)C=CC=C2
NCGC00184998-01,OC1=C(O)C=C(CCNCCCCCCNCCC2=CC=CC=C2)C=C1
NCGC00162175-01,ClC1=CC=CC(Cl)=C1N(CC=C)C2=NCCN2
NCGC00256660-01,OO.NC(N)=O
NCGC00257529-01,N#CCC#N
NCGC00256557-01,OCC(O)CCl
NCGC00255894-01,CNC(=O)C(C1=CC=CC=C1)C2=CC=CC=C2
NCGC00254958-01,CC(C)C(=O)OCCOC1=CC=CC=C1
NCGC00254855-01,Cl[C@H]1[C@H](Cl)[C@H](Cl)[C@@H](Cl)[C@H](Cl)[C@@H]1Cl
NCGC00259155-01,C1N2CN3CN1CN(C2)C3
NCGC00254445-01,CNCC1=CC=C(NC(=O)C2=CNC3=C2C(=O)CCC3)C=C1
NCGC00167783-01,OC(=O)\C=C\C(O)=O.C(CC1=CC2=C(OCO2)C=C1)N3CCC[C@@H](C3)OC(C4=CC=CC=C4)C5=CC=CC=C5
NCGC00255480-01,CO[Si](OC)(OC)C1=CC=CC=C1
NCGC00160611-01,CCN1CCCC1=O
NCGC00258066-01,NC(=O)C1=C(C=CC=C1)C(N)=O
NCGC00254484-01,CCCCCCCC(=O)OC
NCGC00254921-01,CCCCCCC(O)CO
NCGC00091583-02,CCOC1=C(O)C=CC(C=O)=C1
NCGC00163146-01,[H][C@@]12C[C@@]3(O)[C@H](OC(=O)C4=CC=CC=C4)[C@]1([H])[C@](OC(C)=O)([C@@H](O)[C@@H]3OC)[C@@]5([H])[C@H](OC)[C@@]6([H])[C@]27[C@@H]5N(CC)C[C@]6(COC)[C@H](O)C[C@@H]7OC
NCGC00257407-01,CC(CCl)OP(=O)(OC(C)CCl)OC(C)CCl
NCGC00016605-01,CN1N(C(=O)C(NC(=O)C2=CN=CC=C2)=C1C)C3=CC=CC=C3
NCGC00255945-01,OC(=O)\C=C\C(O)=O.OCCOCCN1CCN(CC1)C2=NC3=CC=CC=C3SC4=C2C=CC=C4.OCCOCCN5CCN(CC5)C6=NC7=CC=CC=C7SC8=C6C=CC=C8
NCGC00185776-01,O.[Na+].[Na+].[O-]C(=O)CC(S[Au])C([O-])=O
NCGC00254055-01,OC(=O)CC(O)(CC(O)=O)C(O)=O
NCGC00257960-01,O=C1OC(=O)C=C1
NCGC00255546-01,[H][C@@]12CC=CC[C@]1([H])C(=O)NC2=O
NCGC00256941-01,CC(Br)C(O)=O
NCGC00259104-01,C=CCNCC=C
NCGC00015240-06,CN\C(NCCSCC1=C(C)NC=N1)=N/C#N
NCGC00259127-01,ClC1=NC(Cl)=C(Cl)C(Cl)=C1Cl
NCGC00260238-01,F[B-](F)(F)F.CCCC[N+]1=CC=C(C)C=C1
NCGC00258082-01,CC(C)CC#N
NCGC00255091-01,CCCCOC(=O)[C@@H](C)OC1=CC=C(OC2=CC=C(C=N2)C(F)(F)F)C=C1
NCGC00260227-01,[Br-].CCCC[N+]1=CC=CC(C)=C1
NCGC00260493-01,O=C1C(=O)C2=CC=CC3=C2C1=CC=C3
NCGC00159376-02,COC(=O)C1=CC=C(O)C=C1
NCGC00167523-01,COC1=C(OC)C=C(CC2=CN=C(N)N=C2N)C(C)=C1
NCGC00258287-01,CCN(CC)C(C)=O
NCGC00259829-01,CC(COCC(C)OC(=O)C1=CC=CC=C1)OC(=O)C2=CC=CC=C2
NCGC00181774-01,CC1=CC2=CC3=CC=CC(O)=C3C(O)=C2C(O)=C1
NCGC00254237-01,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
NCGC00258610-01,C1C2=CC=CC3=C2C4=C1C=CC=C4C=C3
NCGC00258379-01,CC[S+](C)CC.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
NCGC00257336-01,CCCCC1CCC(O)CC1
NCGC00160562-01,CCC1=NC=NC2=CC(OC)=C(OC)C=C12
NCGC00257398-01,CCCCCCCCC\C=C\CC1CC(=O)OC1=O
NCGC00024643-03,CC(C(O)C1=CC=C(O)C=C1)N2CCC(CC3=CC=CC=C3)CC2
NCGC00254001-01,CCCCCCCCCCC
NCGC00093588-03,NC1=NC=NC2=C1N=CN2[C@@H]3O[C@@H]4COP(O)(=O)O[C@H]4[C@H]3O
NCGC00016876-01,CCCSC1=CC=C2NC(NC(=O)OC)=NC2=C1
NCGC00258175-01,NC(=O)C1=CC=CC=C1
NCGC00255443-01,NC1=CC=C(C=C1N)C2=CC(N)=C(N)C=C2
NCGC00256485-01,OC[C@@H](O)[C@H]1O[C@@H]2O[C@@H](O[C@@H]2[C@H]1O)C(Cl)(Cl)Cl
NCGC00016357-01,CCC(CC1=C(I)C=C(I)C(N)=C1I)C(O)=O
NCGC00254746-01,C[C@@H](O)C(O)=O
NCGC00256890-01,CC(C)=CC(O)=O
NCGC00256168-01,NC1=C(C=C(Br)C2=C1C(=O)C3=C(C=CC=C3)C2=O)S(O)(=O)=O
NCGC00013725-01,[Br-].C[N+]1(C)[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)C(CO)C3=CC=CC=C3
NCGC00164283-01,[Br-].CCCCCCCCCCCCCCCC[N+](C)(C)C
NCGC00015919-04,CC(C)NCC(O)C1=CC=C(NS(C)(=O)=O)C=C1
NCGC00257615-01,CCCCOC(=O)C1=CC=CC=C1C(=O)OCC(CC)CCCC
NCGC00094400-01,OC(=O)\C=C/C(O)=O.COC1=CC2=C(C=C1OC)[C@H](CN(C)CC2)C3=CC=CC=C3
NCGC00254651-01,CN(C)C1=NC(=O)N(C2CCCCC2)C(=O)N1C
NCGC00255939-01,FC(F)(F)C1=CC=CC(=C1)N2CC(CCl)C(Cl)C2=O
NCGC00166018-01,CCOC1=CC=C(C2=C1N=CC=C2)S(O)(=O)=O
NCGC00258115-01,CC(C)C1CCC(C)CC1OC(=O)C2=C(N)C=CC=C2
NCGC00254673-01,CCOP(=S)(OCC)OC1=CC2=C(C=C1)C(C)=C(Cl)C(=O)O2
NCGC00259011-01,COC1=CC=CC=C1N
NCGC00258431-01,CC1CCCNC1
NCGC00256627-01,CC(C)(O)CC1=CC=CC=C1
NCGC00258839-01,NCCOCCO
NCGC00159467-02,Cl.COC(=O)[C@@H]1[C@H]2CC[C@@H](C[C@H]1OC(=O)C3=CC=CC=C3)N2C
NCGC00260049-01,N[Pt](N)(Cl)Cl
NCGC00259854-01,CC1=C(O)C=CC=C1
NCGC00255554-01,CCCCCC(C)OC(=O)COC1=CC=C(Cl)C2=CC=CN=C12
NCGC00257423-01,CC(=O)O[C@@H]1C[C@H]2CC[C@]1(C)C2(C)C
NCGC00256117-01,O.[Na+].NC1=CC(=CC2=C1C(O)=CC(=C2)S(O)(=O)=O)S([O-])(=O)=O
NCGC00014485-01,Cl.CCC1=CC2=C(SC3=C(C=CC=C3)N2CC(C)CN(C)C)C=C1
NCGC00160536-01,[H][C@@]1(CC(=O)C2=C3CC[C@@]4([H])C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C
NCGC00254027-01,Cl.CC(C)NCC(O)C1=CC(O)=C(O)C=C1
NCGC00255364-01,[Na+].[O-][N+](=O)C1=CC(=C(NC2=CC(=C(NC3=CC=CC=C3)C=C2)S([O-])(=O)=O)C=C1)[N+]([O-])=O
NCGC00254053-01,OC(=O)C1CCN(CC1)C2=C(NC(=O)NC(=O)C3=CC(F)=C(F)C=C3Cl)C=C(F)C=C2
NCGC00260547-01,NC(=S)NC1=C2C=CC=CC2=CC=C1
NCGC00259256-01,ClC1=CC(Cl)=C(Cl)C=C1Cl
NCGC00260012-01,CCOP(=O)(OCC)OCC
NCGC00253917-01,OC(=O)C1=CC=C(C=C1)[N+]([O-])=O
NCGC00258256-01,CCCCN(CCO)CCCC
NCGC00260165-01,CCCCN1C=C[N+](C)=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
NCGC00183013-01,OC[C@@H](O)[C@H](CO)OCN1C=CN=C1[N+]([O-])=O
NCGC00259793-01,ClC1=C(C=CC=C1)C2=C(Cl)C=CC=C2
NCGC00257617-01,COC1CCC=CO1
NCGC00185753-01,COC1=CC(=CC(OC)=C1OP(O)(O)=O)[C@H]2[C@@H]3C(COC3=O)C(O[C@@H]4O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]4O)C6=CC7=C(OCO7)C=C26
NCGC00166215-02,OCCC1=CC=CC=C1
NCGC00258380-01,CC(=C)C(O)=O
NCGC00259380-01,CC1=C(C)C(O)=CC=C1
NCGC00260218-01,F[P-](F)(F)(F)(F)F.CCC[N+]1(C)CCCCC1
NCGC00257015-01,C\C=C(C)\C=C\C=C(C)C
NCGC00257181-01,CC1=C(C)C2=CC=CC=C2C=C1
NCGC00256255-01,CCC1=NC(C)=CN1
NCGC00258580-01,NC1=CC(=CC=C1)S(O)(=O)=O
NCGC00260488-01,OC(=O)C1=C2C=CC=CC2=CC3=CC=CC=C13
NCGC00258284-01,CCC(=O)OC
NCGC00257444-01,CC(=C)OC(C)=O
NCGC00255968-01,CCCCOC(=O)[C@H](C)O
NCGC00260443-01,ClCCOC(=O)C=C
NCGC00254065-01,CC(C)(C)OOC(C)(C)C
NCGC00257781-01,[Na+].OCCS([O-])(=O)=O
NCGC00256171-01,FC(F)(F)C1=CC(=CC=C1)C(=O)CC2=CC=C(C=C2)C#N
NCGC00256076-01,[H][C@]12CC[C@]3([H])[C@H]1C(C)(C)CCC[C@]3(C)C2=C
NCGC00016500-01,Cl.O=C(NC1=CC=CC=C1)OCC(CN2CCCCC2)OC(=O)NC3=CC=CC=C3
NCGC00259169-01,[Na+].[S-]C1=CC=CC=C1
NCGC00255527-01,COC(=O)C1=C(O)C(C)=C(O)C=C1C
NCGC00256258-01,C=CCOC(=O)C1=CC=C(C(=O)OCC=C)C(=C1)C(=O)OCC=C
NCGC00255777-01,SCC(=O)OCCOC(=O)CS
NCGC00257449-01,S1C2=C(C=CC=C2)C3=C1C=CC=C3
NCGC00260125-01,[Na+].NC1=C(C=C(Br)C2=C1C(=O)C3=C(C=CC=C3)C2=O)S([O-])(=O)=O
NCGC00256999-01,CCOP(=S)(OCC)OC1=CN=C2C=CC=CC2=N1
NCGC00255551-01,[Na+].[O-]C(=O)C(Cl)(Cl)Cl
NCGC00256717-01,[Na+].[Na+].[H][C@@]12C[C@H](C)[C@](O)(C(=O)COP([O-])([O-])=O)[C@@]1(C)C[C@H](O)[C@@]3(F)[C@@]2([H])CCC4=CC(=O)C=C[C@]34C
NCGC00258804-01,OC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@@H]7[C@@H](CO)O[C@H](O[C@H]1[C@H](O)[C@H]2O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O
NCGC00016580-01,Cl.CN[C@H](CC(C)C)C(=O)N[C@@H]1[C@H](O)C2=CC=C(OC3=C(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@H]5C[C@](C)(N)C(O)[C@H](C)O5)C6=CC(=C3)[C@@H](NC(=O)[C@H](CC(N)=O)NC1=O)C(=O)N[C@@H]7C8=CC=C(O)C(=C8)C9=C(C=C(O)C=C9O)[C@@H](NC(=O)[C@@H](NC7=O)[C@H](O)C%10=CC(Cl)=C(O6)C=C%10)C(O)=O)C(Cl)=C2
NCGC00257477-01,CCN1C2=C(C=CC=C2)C3=C1C=CC(N)=C3
NCGC00256907-01,FC(F)(F)C1=CC(CC#N)=CC=C1
NCGC00016960-03,CCC1=C(C)CN(C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)N[C@H]3CC[C@H](C)CC3)C1=O
NCGC00090749-04,CCC(=C(CC)C1=CC=C(O)C=C1)C2=CC=C(O)C=C2
NCGC00160617-01,[Cl-].CC1=C(CCOP(O)(=O)OP(O)(O)=O)SC=[N+]1CC2=CN=C(C)N=C2N
NCGC00165996-01,Cl.NC(=N)N1C=CC=N1
NCGC00257958-01,CCC(C)Cl
NCGC00260351-01,S=C1NC=CC=N1
NCGC00253914-01,ClC1=C(Cl)C=CC=C1
NCGC00016572-01,COC1=NC=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1
NCGC00257959-01,C1CSCCS1
NCGC00091390-02,COC1=CC=C(O)C=C1
NCGC00159496-02,OC(=O)CC(O)(CC(O)=O)C(O)=O.CCCC1=NN(C)C2=C1N=C(NC2=O)C3=CC(=CC=C3OCC)S(=O)(=O)N4CCN(C)CC4
NCGC00258906-01,CC(=C)C#N
NCGC00182979-01,CN1CCN(CC1)C2=NC3=C(CC4=C2C=CC=C4)C=CC=C3
NCGC00182042-01,CNC(C)CC1CCCCC1
NCGC00164569-01,CCCCCOC(=O)NC1=NC(=O)N(C=C1F)[C@@H]2O[C@H](C)[C@@H](O)[C@H]2O
NCGC00021394-03,[Br-].CCCC(CCC)C(=O)O[C@@H]1C[C@@H]2CC[C@H](C1)[N+]2(C)C
NCGC00024703-02,CN1[C@H]2CC[C@@H]1CC(C2)OC(=O)C3=CC(C)=CC(C)=C3
NCGC00257944-01,Cl.CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2CC3=C(C[C@H]2C(O)=O)C=CC=C3
NCGC00094908-01,CC1=CC=CC=C1OCC(O)CO
NCGC00260419-01,CCCCCC(O)C#C
NCGC00015234-11,NC(=O)N1C2=CC=CC=C2C=CC3=C1C=CC=C3
NCGC00166226-01,CCCC1=CC=C(C=C1)C(O)=O
NCGC00256319-01,Cl.Cl.CC1=C(N)C=CC(=C1)C2=CC(C)=C(N)C=C2
NCGC00258635-01,CCCC[N+]1(C)CCCC1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
NCGC00260479-01,BrC1=CC2=C(C=CC=C2)C3=C1C=CC=C3
NCGC00254120-01,[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@@]3([H])[C@@]2([H])CCC4=CC(=O)CC[C@]34C
NCGC00259695-01,CCCCCCOCCOCCO
NCGC00090816-02,NC1=CC=C(O)C=C1
NCGC00257270-01,CCCCCC=O
NCGC00255490-01,CCOC1=CC=CC=C1OCC
NCGC00258336-01,CC(CO)OC1=CC=CC=C1
NCGC00181297-01,CC1=CC(C)=C(Br)C(C)=C1NC(=O)CN(CC(O)=O)CC(O)=O
NCGC00168265-01,[H][C@@]1(CN(C)[C@]2([H])CC3=CNC4=CC=CC(=C34)C2=C1)C(=O)N(CC)CC
NCGC00255420-01,CC1=C(CSC2=CC(C)=C(OCC(O)=O)C=C2)SC(=N1)C3=CC=C(C(F)=C3)C(F)(F)F
NCGC00254267-01,CCCCCCC(O)=O
NCGC00015397-02,CCN(CC)C(=O)C1=CC(OC)=C(O)C=C1
NCGC00257757-01,CC1=CC=CO1
NCGC00254569-01,COC1=C(Cl)C=CC(Cl)=C1C(O)=O
NCGC00159459-02,COC1=C(C)C2=C(C(=O)OC2)C(O)=C1C\C=C(/C)CCC(=O)OCCN3CCOCC3
NCGC00257640-01,CC1=C(C=CC=C1)C(O)=O
NCGC00259588-01,CC1CCC2CC1C2(C)C
NCGC00159480-02,CNC1(CCCCC1=O)C2=C(Cl)C=CC=C2
NCGC00183274-01,[H][C@@]12C[C@@H](C)[C@](O)(C(=O)COC(C)=O)[C@@]1(C)C[C@H](O)[C@@]3(F)[C@@]2([H])CCC4=CC(=O)C=C[C@]34C
NCGC00182078-02,Cl.CC(CN1CCCCC1)C(=O)C2=CC=C(C)C=C2
NCGC00258177-01,CCCC(C)(COC(N)=O)COC(=O)NC(C)C
NCGC00015861-04,CCCN1C=NC2=C1C(=O)N(CCCCC(C)=O)C(=O)N2C
NCGC00163919-02,CC(C)OC(=O)C1=CC(=CC(=C1)C(=O)OC(C)C)[N+]([O-])=O
NCGC00255502-01,[Na+].CC1=C(OCC([O-])=O)C=CC(Cl)=C1
NCGC00254456-01,CCCCCCCCCCCCCCCCCC(O)=O
NCGC00094990-01,CC(=O)NCCCCCC(O)=O
NCGC00182713-01,FC1=CC=C(NC2=NC=NC3=CC(OCCCN4CCOCC4)=C(NC(=O)C=C)C=C23)C=C1Cl
NCGC00013260-01,[H][C@@]12CC[C@H](O)[C@H](C(=O)OC)[C@@]1([H])C[C@]3([H])N(CCC4=C3NC5=C4C=CC=C5)C2
NCGC00254111-01,[Na+].[O-]C(=O)C1=CC=C2N(CC3=NOC(=C3)C4=CC=C(Cl)S4)C(=NC2=C1)C(=O)NC5CCN(CC5)C6CC6
NCGC00260339-01,NC(CC1=CNC2=CC=CC=C12)C(O)=O
NCGC00254168-01,CC(COCC(C)OC(=O)C1=CC=CC=C1)OC(=O)C2=CC=CC=C2
NCGC00257253-01,OCC1CCC(COC=C)CC1
NCGC00256356-01,O=C1CCC2=C(O1)C=CC=C2
NCGC00258174-01,NC1=CC=C(F)C=C1F
NCGC00259329-01,CC(C)(N)CO
NCGC00255596-01,CC(C)COC(=O)COC1=C(Cl)C=C(Cl)C=C1
NCGC00254644-01,OC(=O)C1=C(Cl)C=CC2=CC(Cl)=CN=C12
NCGC00165968-01,CC(C)CC1=CC=C(C=C1)[C@@H](C)C(=O)NS(C)(=O)=O
NCGC00259293-01,CNC(=O)O\N=C\C(C)(C)S(C)=O
NCGC00259905-01,O=NN1CCCC1
NCGC00165810-01,Cl.O=C(NC1CCN(CCC2=CNC3=C2C=CC=C3)CC1)C4=CC=CC=C4
NCGC00258358-01,OC(C#N)C1=CC=CC=C1
NCGC00255199-01,O=C1C=C(OC2=C1C3=C(C=CC=C3)C=C2)C4=CC=CC=C4
NCGC00259252-01,N1C2=CC=CC=C2C3=C1C=CC=C3
NCGC00018263-02,[H][C@@]12CC[C@](OC(=O)CCCC)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]3([H])[C@@]2([H])CCC4=CC(=O)CC[C@]34C
NCGC00253968-01,CCCC(=O)OCC
NCGC00256504-01,OC[C@H](O)[C@H]1OC(=O)C(O)=C1O
NCGC00255313-01,CC(=O)OC(C)(C)C
NCGC00257302-01,COCC(C)N
NCGC00259305-01,CCOP(=S)(OCC)OP(=S)(OCC)OCC
NCGC00254427-01,CCCCCCCC=O
NCGC00254103-01,[O-][N+](=O)C1=CC=C(Cl)C(Cl)=C1
NCGC00259075-01,CSSC
NCGC00257465-01,OC1=CC=C(\C=C\C2=CC(O)=CC(O)=C2)C=C1
NCGC00258684-01,CC(C)(N)C1CCC(C)(N)CC1
NCGC00253912-01,CC(=O)NC1=CC=C(O)C=C1
NCGC00257622-01,O=C(NC1=CC=CC=C1)NC2=CC=CC=C2
NCGC00163182-01,[H][C@@]12C=C[C@H](O)[C@@H]3OC4=C(OC)C=CC5=C4[C@]13CCN[C@@H]2C5
NCGC00167419-01,CC1=CC=C(C=C2C3CCC(C2=O)C3(C)C)C=C1
NCGC00164585-01,O.[H][C@@]12C[C@@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]3(F)[C@@]2([H])C[C@H](F)C4=CC(=O)C(Cl)=C[C@]34C
NCGC00016257-04,CN(C)C1=C(C)N(C)N(C1=O)C2=CC=CC=C2
NCGC00260114-01,[Na+].CC(C)(CS([O-])(=O)=O)NC(=O)C=C
NCGC00254915-01,CNCCO
NCGC00257830-01,ClCC1CO1
NCGC00254059-01,OC1=CC=C2C=CC=CC2=C1\N=N\C3=CC=CC=C3
NCGC00254877-01,O=C1CCCC(=O)O1
NCGC00255422-01,CCC(CO)(CO)[N+]([O-])=O
NCGC00258328-01,ClC=CCl
NCGC00258984-01,ClCC(=O)CCl
NCGC00015453-05,Cl.CC(C)(C(O)=O)C1=CC=C(C=C1)C(O)CCCN2CCC(CC2)C(O)(C3=CC=CC=C3)C4=CC=CC=C4
NCGC00016347-01,NS(=O)(=O)C1=C(Cl)C=C2N=C(CSCC3=CC=CC=C3)NS(=O)(=O)C2=C1
NCGC00255847-01,CCCCCOC(=O)CCCC
NCGC00255317-01,NC1=CC(=C(NCCO)C=C1)[N+]([O-])=O
NCGC00254052-01,CC(C)[C@H](SC(C)=O)C(=O)N[C@H]1CC2=C(C=CC=C2)[C@H]3CCC[C@H](N3C1=O)C(O)=O
NCGC00256414-01,CCCNC(=O)NS(=O)(=O)C1=CC=C(Cl)C=C1
NCGC00258285-01,ClCN1C(=O)C2=C(C=CC=C2)C1=O
NCGC00255161-01,CCC(C)NC(N)=O
NCGC00257120-01,ClP(Cl)C1=CC=CC=C1
NCGC00256732-01,CC(CCC=C(C)C)CC(O)=O
NCGC00256576-01,CC(C)OC(=O)NC1=CC=CC=C1
NCGC00160504-01,[H][C@@]12CC[C@H](OC(=O)CCC3=CC=CC=C3)[C@@]1(C)CC[C@@]4([H])[C@@]2([H])CCC5=CC(=O)CC[C@]45C
NCGC00259447-01,CN(C)C(=O)CC(C)=O
NCGC00258078-01,CC(C)(CC(O)=O)C(O)=O
NCGC00257607-01,ICCC1=CC=CC=C1
NCGC00182978-01,Cl.OCCN1CCN(CC1)C(=O)CN2C(=O)SC3=C2C=C(Cl)C=C3
NCGC00256349-01,C=CC#N
NCGC00017147-01,O.Cl.[Cl-].[H][C@@]2(NC(=O)C(=N/OC)\C1=CSC(N)=N1)C(=O)N3C(C(O)=O)=C(C[N+]4(C)CCCC4)CS[C@]23[H]
NCGC00259539-01,O=C(\C=C\C=C\C1=CC=C2OCOC2=C1)N3CCCCC3
NCGC00015227-04,Cl.CN(C)CC[C@@H](C1=CC=C(Cl)C=C1)C2=CC=CC=N2
NCGC00255706-01,[Na+].[O-]C1=C(C=CC=C1)[N+]([O-])=O
NCGC00260448-01,CC1=CC=C(NC2=C3C(=O)C4=C(C=CC=C4)C(=O)C3=C(O)C=C2)C=C1
NCGC00254732-01,CC1=NC2=NC(=NN2C=C1)S(=O)(=O)NC3=C(F)C=CC=C3F
NCGC00257927-01,ClC1=C(C=O)C=CC=C1
NCGC00255744-01,I.I.NCCN
NCGC00016668-02,OC(=O)C1=C(OP(O)(O)=O)C=CC=C1
NCGC00258560-01,[K+].O=C1[N-]C(=O)C2=C1C=CC=C2
NCGC00255086-01,C1COC=CC1
NCGC00016637-07,CN(C(=O)C(Cl)Cl)C1=CC=C(OC(=O)C2=CC=CO2)C=C1
NCGC00257155-01,CC(OC1=C(C)C=C(Cl)C=C1)C(O)=O
NCGC00256200-01,[K+].[O-]Cl(=O)(=O)=O
NCGC00258274-01,[O-][N+](=O)C1=CC=CC=C1NC2=CC=CC=C2
NCGC00166259-01,CCOC(=O)C(C#N)=C(C1=CC=CC=C1)C2=CC=CC=C2
NCGC00258241-01,[O-][N+](=O)C1=C(Cl)C=C(Cl)C=C1Cl
NCGC00258608-01,OC(=O)[C@H](OC(=O)\C=C\C1=CC=C(O)C(O)=C1)[C@@H](OC(=O)\C=C\C2=CC(O)=C(O)C=C2)C(O)=O
NCGC00188690-01,Cl.CC(=O)OC1=CC2=C(CCN(C2)C(C(=O)C3CC3)C4=CC=CC=C4F)S1
NCGC00160444-01,NS(=O)(=O)C1=CC=C(Cl)C(=C1)S(N)(=O)=O
NCGC00257414-01,[Na+].[O-]S(=O)(=O)C(CC(=O)OC1CCCCC1)C(=O)OC2CCCCC2
NCGC00093851-01,CCCCCCCCCCCCCCCCCCOC[C@H](COP([O-])(=O)OCC[N+](C)(C)C)OC
NCGC00259221-01,CO[Si](CCCOCC1CO1)(OC)OC
NCGC00254879-01,CCC(C)CCCC(C)(C)O
NCGC00256668-01,CC1CC(C)C(=O)C1=O
NCGC00183833-01,OC[C@H]1O[C@H](OC2=CC=C(CCCCCCC3=CC=C(O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)C(=C3)C5=CC(CC(O)=O)=CC=C5)C=C2C6=CC(CC(O)=O)=CC=C6)[C@@H](O)[C@@H](O)[C@@H]1O
NCGC00015659-06,Cl.CC(N)COC1=C(C)C=CC=C1C
NCGC00016827-01,Cl.CCCC(=O)NC1=CC(C(C)=O)=C(OCC(O)CNC(C)C)C=C1
NCGC00255887-01,CCCCCCCCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
NCGC00255446-01,FC1=CC=C(C=O)C=C1
NCGC00254261-01,OC(=O)C(Cl)Cl
NCGC00255637-01,ClC1=CC=C(C=C1)C(=O)C2=CC=C(Cl)C=C2
NCGC00255304-01,CCOP(=S)(OCC)O\N=C(/C#N)C1=CC=CC=C1
NCGC00259834-01,OP(O)(O)=O
NCGC00254726-01,COC(=O)C1=C(CC(C)C)C(C2=NCCS2)=C(N=C1C(F)F)C(F)(F)F
NCGC00256970-01,OC(=O)CCCCC1CCSS1
NCGC00255208-01,CC\C=C\CCO
NCGC00255417-01,OC1=C(C=CC=C1)C#N
NCGC00015075-04,COC(=O)C1=CCCN(C)C1
NCGC00260490-01,CC1CN1
NCGC00257212-01,C(COC1=CC=CC=C1)OC2=CC=CC=C2
NCGC00256737-01,OC(=O)\C=C/C(O)=O.CC(C)(C)NC[C@H](O)COC1=NSN=C1N2CCOCC2
NCGC00256897-01,CCCCC(CC)COC(=O)\C=C\C1=CC=C(OC)C=C1
NCGC00256041-01,N=C1NC(=N)C2=C1C=CC=C2
NCGC00182969-01,CC1CCC23CCC(=O)C2C1(C)C(CC(C)(C=C)C(O)C3C)OC(=O)CO
NCGC00257666-01,CC1=CCC(CC1)C(C)(C)O
NCGC00167442-01,Cl.CCOC1=C(OCCN[C@H](C)CC2=CC(=C(OC)C=C2)S(N)(=O)=O)C=CC=C1
NCGC00254056-01,CN(C)C1=CC=CC=C1
NCGC00168750-01,[H][C@@]12CCCC[C@@]1([H])N[Pt]3(N2)OC(=O)C(=O)O3
NCGC00254718-01,[Ca++].[O-][N+]([O-])=O.[O-][N+]([O-])=O
NCGC00254241-01,CC(CC1=CC=C(OCC(O)=O)C=C1)NCC(O)C2=CSC(=N2)C(F)(F)F
NCGC00259758-01,CCCCCCCCCC(O)=O
NCGC00258002-01,COC(=O)C(C)(C)C
NCGC00254200-01,C=CN1CCCC1=O
NCGC00181038-01,CCN(CC)CCOC[C@H]1O[C@@H](O)[C@H](OCCN(CC)CC)[C@@H](O)[C@@H]1O
